PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Wijaya, A; Glasbergen, P; Leroy, P; Darmastuti, A				Wijaya, Atika; Glasbergen, Pieter; Leroy, Pieter; Darmastuti, Ari			Governance challenges of cocoa partnership projects in Indonesia: seeking synergy in multi-stakeholder arrangements for sustainable agriculture	ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY			English	Article						Partnerships; Governance challenges: sustainable development; Cocoa projects; Indonesia	GLOBAL VALUE CHAINS; PALM OIL; PRIVATE GOVERNANCE; NGO PARTNERSHIPS; BOUNDARY WORK; TRADE-OFFS; CERTIFICATION; STANDARDS; STATE; AGROFORESTRY	This paper investigates multi-stakeholder arrangements initiated by businesses and NGOs from the North that aim to enhance a more sustainable agricultural production at specific localities in Southern countries. We aim to better understand the search for concerted action in multi-actor arrangements. Therefore, this paper presents a diagnostic framework with three strategic challenges the partnership projects are facing: linking global economic objectives to local needs, values and interests; bridging public and private interests and responsibilities; and seeking trade-offs between social, environmental and economic values. Starting from the partnerships' Theory of Change, this diagnostic framework is applied to comparative case studies of partnership projects in the cocoa sector in Indonesia, which are part of a Northern-based public-private partnership to improve farmers' prospective. It is concluded that the economic reality faced by the farmers differs from that of the Northern actors; collaboration with governments is difficult because of different organizational cultures; and the partnership projects underestimate the strength of vested social relations the smallholders are part of. Overall, the initiators of the partnerships seem to work with a too restricted economic interpretation of the local reality.	[Wijaya, Atika; Glasbergen, Pieter] Maastricht Univ, Int Ctr Integrated Assessment & Sustainable Dev I, Maastricht, Netherlands; [Wijaya, Atika] Semarang State Univ, Dept Sociol & Anthropol, Fac Social Sci, Semarang, Indonesia; [Leroy, Pieter] Radboud Univ Nijmegen, Nijmegen Sch Management, Nijmegen, Netherlands; [Darmastuti, Ari] Univ Lampung, Dept Agr Econ Agribusiness, Bandar Lampung, Indonesia	Maastricht University; Universitas Negeri Semarang; Radboud University Nijmegen; Universitas Lampung	Glasbergen, P (corresponding author), Maastricht Univ, Int Ctr Integrated Assessment & Sustainable Dev I, Maastricht, Netherlands.	Atika.Wijaya@maastrichtuniversity.nl; Pieter.Glasbergen@maastrichtuniversity.nl; P.Leroy@fm.ru.nl; aridarmastuti@yahoo.com	Wijaya, Atika/V-2254-2019	Wijaya, Atika/0000-0002-6759-1488	Royal Netherlands Academy of Arts and Sciences (KNAW); Directorate General of Higher Education (DIKTI) of the Ministry of Education and Culture of Republic Indonesia	Royal Netherlands Academy of Arts and Sciences (KNAW); Directorate General of Higher Education (DIKTI) of the Ministry of Education and Culture of Republic Indonesia	This research was conducted as part of the SPIN project: Social and Economic Effects of Partnering for Sustainable Change in Agricultural Commodity Chains in Indonesia. The project involves a bilateral cooperation between Maastricht University and Lampung University, with the financial support from the Royal Netherlands Academy of Arts and Sciences (KNAW) and the Directorate General of Higher Education (DIKTI) of the Ministry of Education and Culture of Republic Indonesia. The authors are grateful to Astrid Offermans and Purwo Santoso and two reviewers for their valuable comments and input to (earlier versions of) this article.		77	18	19	8	36	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	1387-585X	1573-2975		ENVIRON DEV SUSTAIN	Environ. Dev. Sustain.	FEB	2018	20	1					129	153		10.1007/s10668-016-9874-8	http://dx.doi.org/10.1007/s10668-016-9874-8			25	Green & Sustainable Science & Technology; Environmental Sciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics; Environmental Sciences & Ecology	FT4RP		Green Published, hybrid			2022-12-14	WOS:000423142700007
J	Juerges, N; Hansjurgens, B				Juerges, Nataly; Hansjuergens, Bernd			Soil governance in the transition towards a sustainable bioeconomy - A review	JOURNAL OF CLEANER PRODUCTION			English	Review						Instruments; Policy design; Soil management; Soil policy; Transition governance	POST-2015 DEVELOPMENT AGENDA; NATURAL-RESOURCE MANAGEMENT; COMMON AGRICULTURAL POLICY; CONSERVATION AGRICULTURE; FERTILITY MANAGEMENT; ECOSYSTEM SERVICES; LAND MANAGEMENT; EUROPEAN-UNION; SMALLHOLDER FARMERS; EROSION CONTROL	Soils are a fundamental factor in the transition towards a sustainable bioeconomy. In this context, society depends on fertile soils and their long-term maintenance because of their various ecosystem services. So far, little is known about how soils should be governed to ensure their long-term vitality and sustainable use within a bioeconomy. This article reviews the existing literature on soil governance and outlines topics for future research. The current knowledge about the relation of state and non-state actors and different levels within soil governance are presented. Different instrument types and deficits of existing instruments in soil governance are discussed. Soil governance is an underdeveloped research field and deserves more attention in environmental and natural resource governance. (C) 2016 Elsevier Ltd. All rights reserved.	[Juerges, Nataly; Hansjuergens, Bernd] UFZ Helmholtz Ctr Environm Res, Dept Econ, Permoser Str 15, D-04318 Leipzig, Germany	Helmholtz Association; Helmholtz Center for Environmental Research (UFZ)	Juerges, N (corresponding author), Georg August Univ Gottingen, Chair Forest & Nat Conservat Policy, Busgenweg 3, D-37077 Gottingen, Germany.	nataly.juerges@uni-goettingen.de			German Federal Ministry of Education and Research (BMBF) [Forderkennzeichen 031A608A]	German Federal Ministry of Education and Research (BMBF)(Federal Ministry of Education & Research (BMBF))	This research has been funded by the German Federal Ministry of Education and Research (BMBF) through the program BonaRes - soil as a sustainable resource for the bioeconomy (Forderkennzeichen 031A608A). We would like to thank Kourtney Collum for proof reading the manuscript and her valuable comments and suggestions.		108	44	44	3	58	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0959-6526	1879-1786		J CLEAN PROD	J. Clean Prod.	JAN 1	2018	170						1628	1639		10.1016/j.jclepro.2016.10.143	http://dx.doi.org/10.1016/j.jclepro.2016.10.143			12	Green & Sustainable Science & Technology; Engineering, Environmental; Environmental Sciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics; Engineering; Environmental Sciences & Ecology	FM3BM					2022-12-14	WOS:000414879300145
C	Ciegis, R; Gavenauskas, A; Petkeviciute, N; Raskauskiene, A; Bartkevicius, E		Filho, WL; Dzemydiene, D; Sakalauskas, L; Zavadskas, EK		Ciegis, Remigijus; Gavenauskas, Algirdas; Petkeviciute, Nijole; Raskauskiene, Anzelika; Bartkevicius, Edmundas			An ethical values and sustainable development in the context of globalisation	4TH INTERNATIONAL CONFERENCE CITIZENS AND GOVERNANCE FOR SUSTAINABLE DEVELOPMENT			English	Proceedings Paper	4th International Conference on Citizens and Governance for Sustainable Development	SEP 28-30, 2006	Mykolas Romeris Univ, Vilnius, LITHUANIA	Vilnius Gediminas Tech Univ, Inst Math & Informat, Balt Ecol Informat Disseminat Syst, Natl Commiss Sustainable Dev Lithuania, UN Dept Econ & Social Affairs, UNESCO, UN Dev Program, Inst Environm & Sustainabil, European Commiss, European Assoc Operat Res Soc, European Working Grp Human Centered Processes, ICSC World Lab Lithuanian Branch, Baltic 21, Balt Univ Programme, Agcy Int Sci & Technol Dev Programmes Lithuania	Mykolas Romeris Univ	globalisation; man and nature; sustainable development; ecological ethics; ethical value		More and more attention for the ethical dimension of the sustainable development is given in the scientific economical literature. In this paper the authors analyses questions, which are related to the sustainable economical development and emphasize ethical aspects of this path of economy. The article evaluates the ethical aspects of sustainability. According to the collected theoretical and practical material, the perspectives of future developments in sustainability from the viewpoint of principles of sustainable development management and ethical behaviour systems are reviewed. Ethical aspects are very important, because now the humanity is faced with the principle problem-to have or not to have the future. Nowadays, if we want to make economical decisions, it is not enough to have sufficient economical information and narrow criterion of economical efficiency. We need to have other criteria-ecological, ethical-that are very important for the sustainable development of the world. Ecological-ethical imperative shows the limit, beyond which the harmonious life becomes impossible. The concept of the sustainable development, without which it is impossible to imagine discussions about the environment and development, is a real alternative in the economical theory to the neoclassical growth theory, speaking about economical growth which means quantitative material growth of the economy. The result of man and nature conflict is the ecological problem, which is one of the most topical and urgent problems in the world. Sustainable development solutions can be ecological if a new ecological philosophy and new attitude to man and nature arise. Ecological philosophy, as a new and modern limb of philosophy, has to harmonize human and nature relations. The whole world is in the global ecological crisis caused by man, who himself generates chaos. Man himself must overcome the chaos and harmonize his life. Sustainable development must create fair and moral covenant between human and nature. But we can't solve humanity problems practically, while they are unsolved in theory and while we don't have a clear reason in ourselves. Sustainable development ideology has a task: outgeneral environmental, economical, social, mentality problems educate a new grasp in man. Sustainable development society has to educate new human understanding that your trust must be fair, honest, fight, unselfish, and full of love for humanity and nature. A value is an abstract result that a person aims to achieve. Values highlight person's individual differences by revealing his priorities set with regard to salary, payment in time and other aspects of development. Some people consider helping others as a priority (social value) or desire to acquire power (political value), whereas for others the creation of beauty in their surroundings (aesthetic value) or acquisition of knowledge (theoretical value) is more important. Every person has a unique combination of his values. People can learn about their values when analysing the history of their life, discerning the decisions of their career they have made and their influential causes.	[Ciegis, Remigijus] Vilnius Univ, Kaunas Fac Humanities, Muitines 8, LT-44280 Kaunas, Lithuania; [Gavenauskas, Algirdas; Raskauskiene, Anzelika; Bartkevicius, Edmundas] Lithuanian Univ Agr, LT-53361 Akademija, Kauno Distr, Lithuania; [Petkeviciute, Nijole] Vytautas Magnus Univ, LT-44280 Kaunas, Lithuania	Vilnius University; Vytautas Magnus University; Vytautas Magnus University	Ciegis, R (corresponding author), Vilnius Univ, Kaunas Fac Humanities, Muitines 8, LT-44280 Kaunas, Lithuania.	remigijus.ciegis@vukhf.lt; Algirdas.Gavenauskas@lzuu.lt; n.petkeviciute@evf.vdu.lt; Anzelika.Raskauskiene@lzuu.lt; Edmundas.Bartkevicius@lzuu.lt	Petkevičiūtė, Nijolė/GXF-8760-2022	Petkevičiūtė, Nijolė/0000-0002-3281-9411					27	0	0	0	14	VILNIUS GEDIMINAS TECHNICAL UNIV PRESS, TECHNIKA	VILNIUS-40	SAULETEKIO A1. 11, VILNIUS-40, LT-10233, LITHUANIA							2006							317	+						3	Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Economics; Urban Studies	Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science &amp; Humanities (CPCI-SSH)	Computer Science; Business & Economics; Urban Studies	BFP65					2022-12-14	WOS:000243634400061
C	Umaraite, L; Lapinskaite, I		Stankeviciene, J; Skvarciany, V; Jureviciene, D; Simelyte, A; Lapinskaite, I; Davidaviciene, V; Meidute-Kavaliauskiene, I; Korsakiene, R; Skackauskiene, I; Tamosiuniene, R; Bubliene, R		Umaraite, Laura; Lapinskaite, Indre			ANALYSIS OF THE IMPACT OF SUSTAINABLE DEVELOPMENT ON COMPANY'S VALUE	12TH INTERNATIONAL SCIENTIFIC CONFERENCE BUSINESS AND MANAGEMENT 2022	Business and Management-Spausdinta		English	Proceedings Paper	12th International Scientific Conference on Business and Management	MAY 12-13, 2022	Vilnius Gediminas Tech Univ, Fac Business Management, Vilnius, LITHUANIA	Bialystok Univ Technol, Riga Tech Univ, Tallinn Univ Technol, Brno Univ Technol, Cracow Univ Econ	Vilnius Gediminas Tech Univ, Fac Business Management	sustainable development; investments to sustainable development; sustainability impact for business; business value; financial ratios	PERFORMANCE	The attention to sustainability has been increasing rapidly due to environmental and social issues, as well as increasing business risks. It is changing an understanding how business is valued, putting pressure on, and also bringing opportunities for business performance. Along with the increasing weight of sustainability aspects, accessing the value of the company has become a more complex task. The literature analysis suggests different implications on the impact of sustainable development on business value, with most finding a positive relation; however, no clear measures to evaluate such impact can be distinguished. The aim of this paper is to find out the impact of sustainable development on the value of the company. Business sustainability is analysed through the aspects of Environmental, Social, Governance (ESG), which is currently the most emerging sustainability framework, with a special emphasis on governance. Meanwhile, business value is investigated through literature review by determining a range of possible internal and external measures. Panel regression analysis is considered as a method in order to discover a link between sustainable development and business value through selected time period. The results suggest that sustainable development could have a positive impact on business value in the long term.	[Umaraite, Laura] Vilnius Gediminas Tech Univ, Fac Business Management, Dept Finance Engn, Sauletekio Al 11, LT-10223 Vilnius, Lithuania; [Lapinskaite, Indre] Vilnius Gediminas Tech Univ, Inst Dynam Management, Sauletekio Al 11, LT-10223 Vilnius, Lithuania	Vilnius Gediminas Technical University; Vilnius Gediminas Technical University	Umaraite, L (corresponding author), Vilnius Gediminas Tech Univ, Fac Business Management, Dept Finance Engn, Sauletekio Al 11, LT-10223 Vilnius, Lithuania.	laura.umaraite@stud.vilniustech.lt							56	0	0	0	0	VILNIUS GEDIMINAS TECHNICAL UNIV PRESS, TECHNIKA	VILNIUS-40	SAULETEKIO A1. 11, VILNIUS-40, LT-10233, LITHUANIA	2029-4441		978-609-476-289-5	BUS MANAG			2022							307	314		10.3846/bm.2022.768	http://dx.doi.org/10.3846/bm.2022.768			8	Business; Economics; Management	Conference Proceedings Citation Index - Social Science &amp; Humanities (CPCI-SSH)	Business & Economics	BU2WF		hybrid			2022-12-14	WOS:000887405800037
J	Montesano, FS; Biermann, F; Kalfagianni, A; Vijge, MJ				Montesano, Francesco S.; Biermann, Frank; Kalfagianni, Agni; Vijge, Marjanneke J.			Can the Sustainable Development Goals Green International Organisations? Sustainability Integration in the International Labour Organisation	JOURNAL OF ENVIRONMENTAL POLICY & PLANNING			English	Article; Early Access						Environmental policy integration; International Labour Organisation; Sustainable Development Goals; global sustainability governance; institutional change	POVERTY REDUCTION; IDEAS; RETHINKING; POWER	In global sustainability governance, many actors have emphasised the need for policy integration across the economic, social, and environmental dimensions. In 2015, the United Nations agreed on 17 Sustainable Development Goals (SDGs) to advance such integration. But have international organisations responded to this call, and can we observe any integrative effect of the SDGs? We draw on International Relations theories that incorporate change in their analysis and develop an analytical framework to assess change through the lenses of ideas, norms, and institutions. We use this framework to assess sustainability-oriented change in the International Labour Organisation (ILO). The ILO is traditionally an organisation with a primarily socio-economic mandate and hence an ideal case to study whether the SDGs had any impact after 2015 in strengthening the environmental dimension of sustainability in the ILO's institutional settings and policy development. We focus on the 2010-2019 period and conduct a systematic qualitative content analysis of primary documentary sources, complemented with expert interviews and data on operational developments. The paper concludes that there is a significant yet instrumental greening trend in the ILO's approach to sustainable development, but also a bidirectional influence between the ILO and the SDGs.	[Montesano, Francesco S.; Biermann, Frank; Kalfagianni, Agni; Vijge, Marjanneke J.] Univ Utrecht, Copernicus Inst Sustainable Dev, Vening Meineszgebouw A,Princetonlaan 8a, NL-3584 CB Utrecht, Netherlands	Utrecht University	Montesano, FS (corresponding author), Univ Utrecht, Copernicus Inst Sustainable Dev, Vening Meineszgebouw A,Princetonlaan 8a, NL-3584 CB Utrecht, Netherlands.	f.s.montesano@uu.nl		Montesano, Francesco Saverio/0000-0002-1894-0506; Vijge, Marjanneke/0000-0002-3024-8838	European Research Council [788001]	European Research Council(European Research Council (ERC)European Commission)	This work was supported by the European Research Council through the Advanced Grant project GLOBALGOALS (no. 788001).		74	3	3	5	9	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1523-908X	1522-7200		J ENVIRON POL PLAN	J. Environ. Pol. Plan.												10.1080/1523908X.2021.1976123	http://dx.doi.org/10.1080/1523908X.2021.1976123		SEP 2021	15	Development Studies; Regional & Urban Planning	Social Science Citation Index (SSCI)	Development Studies; Public Administration	UN4BX		hybrid			2022-12-14	WOS:000693962600001
J	Wittman, H; James, D				Wittman, Hannah; James, Dana			Land governance for agroecology	ELEMENTA-SCIENCE OF THE ANTHROPOCENE			English	Review						Agroecology; Land governance; Settler-colonialism; Land relations; Land sovereignty	FOOD SOVEREIGNTY; SUSTAINABLE AGRICULTURE; AGRARIAN CITIZENSHIP; INDIGENOUS PEOPLES; BRAZIL; RIGHTS; DECOLONIZATION; INSTITUTIONS; RETHINKING; LANDSCAPES	Agroecological transitions aim to redesign the structure of contemporary global food systems to improve food security, ecosystem health, community development, worker livelihoods, and social and ecological justice. A fundamental principle of agroecology is the responsible governance of land. Yet land-as a concept, resource, and territory-is heavily contested through processes of colonization, enclosure, commodification, and financialization. The governance of land and natural resources is also intimately tied to questions of power and privilege-Who governs land? Who benefits, and who is excluded? These questions presuppose an ontological understanding of land that can also be contested: What is land, what purpose(s) does it serve, and for whom? In this article, we review key concepts at the intersection of land governance and agroecology. We take a case study approach to highlight how tensions around ontologies of land mediate agroecological futures in 2 settler-colonial contexts: Brazil and Canada. We then explore how land governance for agroecology might be experienced and understood across different land governance institutions- including relational and community commons, private property regimes, and new forms of hybrid land relations that challenge land privatization. We discuss how these land regimes influence people, landscapes, and agroecological outcomes and conclude with a consideration of the access, equity, and justice implications of different land governance approaches for sustainable food systems.	[Wittman, Hannah; James, Dana] Univ British Columbia, Ctr Sustainable Food Syst, Vancouver, BC, Canada; [Wittman, Hannah; James, Dana] Univ British Columbia, Inst Resources Environm & Sustainabil, Vancouver, BC, Canada	University of British Columbia; University of British Columbia	Wittman, H (corresponding author), Univ British Columbia, Ctr Sustainable Food Syst, Vancouver, BC, Canada.; Wittman, H (corresponding author), Univ British Columbia, Inst Resources Environm & Sustainabil, Vancouver, BC, Canada.	hannah.wittman@ubc.ca			Social Sciences and Humanities Research Council of Canada (SSHRC) [F19-05372]	Social Sciences and Humanities Research Council of Canada (SSHRC)(Social Sciences and Humanities Research Council of Canada (SSHRC)CGIAR)	The authors are grateful for funding from the Social Sciences and Humanities Research Council of Canada (SSHRC) for the grant F19-05372 Agroecological Transitions in Latin America.		159	0	0	12	12	UNIV CALIFORNIA PRESS	OAKLAND	155 GRAND AVE, SUITE 400, OAKLAND, CA 94612-3758 USA	2325-1026			ELEMENTA-SCI ANTHROP	Elementa-Sci. Anthrop.	JUN 29	2022	10	1							1	10.1525/elementa.2021.00100	http://dx.doi.org/10.1525/elementa.2021.00100			19	Environmental Sciences; Meteorology & Atmospheric Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology; Meteorology & Atmospheric Sciences	2O2WN		gold			2022-12-14	WOS:000818925000001
J	Eweje, G; Sajjad, A; Nath, SD; Kobayashi, K				Eweje, Gabriel; Sajjad, Aymen; Nath, Shobod Deba; Kobayashi, Kazunori			Multi-stakeholder partnerships: a catalyst to achieve sustainable development goals	MARKETING INTELLIGENCE & PLANNING			English	Article						Sustainable development goals; Multi-stakeholder partnerships; Collaboration; Governance; Stakeholder engagement; Institutional theory	PRIVATE META-GOVERNANCE; COLLABORATION; FRAMEWORK; BUSINESS; CHALLENGES; ALLIANCES; SCIENCE	Purpose The purpose of this paper is to critically examine the concept of multi-stakeholder partnerships in relation to the United Nations' sustainable development goals and propose a renewed multi-stakeholder partnerships framework that enables the implementation of the sustainable development goals. Design/methodology/approach This paper employs an integrative review methodology to assess, critique and synthesize the extant literature on the multi-stakeholder partnerships and sustainable development goals. Findings We propose a conceptual framework of multi-stakeholder partnerships to support the sustainable development goals implementation. Thus, this paper contributes to the conceptual understanding of the multi-stakeholder partnerships mechanism that enhances the sustainable development goals implementation. Research limitations/implications We propose a conceptual framework of multi-stakeholder partnerships to support the sustainable development goals implementation. Thus, this paper contributes to the conceptual understanding of the multi-stakeholder partnerships mechanism that enhances the sustainable development goals implementation. Originality/value We contend that this is one of the few early papers that contributes to the conceptual development of a collaborative multi-stakeholder partnerships paradigm by which such partnerships are formed and institutionalized among multiple interacting sectors to achieve the sustainable development goals.	[Eweje, Gabriel; Sajjad, Aymen] Massey Univ, Massey Business Sch, Sch Management, Auckland Campus, Auckland, New Zealand; [Nath, Shobod Deba] Univ Dhaka, Fac Business Studies, Dept Int Business, Dhaka, Bangladesh; [Kobayashi, Kazunori] Massey Univ, Massey Business Sch, Sch Management, Palmerston North Campus, Palmerston North, New Zealand	Massey University; University of Dhaka; Massey University	Eweje, G (corresponding author), Massey Univ, Massey Business Sch, Sch Management, Auckland Campus, Auckland, New Zealand.	g.eweje@massey.ac.nz; a.sajjad@massey.ac.nz; shobod@du.ac.bd; K.Kobayashi@massey.ac.nz	Kobayashi, Kazunori/AAP-3021-2020; Sajjad, Aymen/O-9352-2019; Sajjad, Aymen/K-4128-2018; Eweje, Gabriel/AET-4108-2022	Kobayashi, Kazunori/0000-0001-6422-9574; Sajjad, Aymen/0000-0002-2768-8277; Sajjad, Aymen/0000-0002-2768-8277; Eweje, Gabriel/0000-0003-4210-2489; Nath, Shobod Deba/0000-0002-1538-812X					103	11	11	14	47	EMERALD GROUP PUBLISHING LTD	BINGLEY	HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND	0263-4503	1758-8049		MARK INTELL PLAN	Mark. Intell. Plan.	MAR 8	2021	39	2					186	212		10.1108/MIP-04-2020-0135	http://dx.doi.org/10.1108/MIP-04-2020-0135		JUL 2020	27	Business	Social Science Citation Index (SSCI)	Business & Economics	QU4RL					2022-12-14	WOS:000552816500001
J	Buhr, K; Thorn, P; Hjerpe, M				Buhr, Katarina; Thorn, Philip; Hjerpe, Mattias			The Clean Development Mechanism in China: Institutional Perspectives on Governance	ENVIRONMENTAL POLICY AND GOVERNANCE			English	Article						China; Clean Development Mechanism; climate change; governance; institutional theory	GLOBAL ENVIRONMENTAL GOVERNANCE; SUSTAINABLE DEVELOPMENT; CLIMATE GOVERNANCE; CDM; ENERGY; TECHNOLOGIES; PERFORMANCE; LESSONS	The Clean Development Mechanism (CDM) has grown into a central feature of the global carbon market. Besides a range of normative and evaluative research into the CDM, scholars have applied international relations perspectives in which the CDM has been analysed as an example of global governance, engaging multiple actors across administrative levels. This paper focuses on a national government and how its activities affect the CDM market. We draw on an empirical case study of China to demonstrate how governmental action can be understood in light of national institutional factors, defined as normative, cognitive or regulative elements. The paper describes and explains the extensiveness of Chinese government action regarding the CDM and discusses its consequences for the market. Copyright (c) 2012 John Wiley & Sons, Ltd and ERP Environment.	[Buhr, Katarina; Thorn, Philip] IVL Swedish Environm Res Inst, SE-10031 Stockholm, Sweden; [Buhr, Katarina; Hjerpe, Mattias] Linkoping Univ, Ctr Climate Sci & Policy Res, Norrkoping, Sweden; [Hjerpe, Mattias] Linkoping Univ, Dept Themat Studies Water & Environm Studies, Linkoping, Sweden	IVL Swedish Environmental Research Institute; Linkoping University; Linkoping University	Buhr, K (corresponding author), IVL Swedish Environm Res Inst, POB 21060, SE-10031 Stockholm, Sweden.	katarina.buhr@ivl.se		Hjerpe, Mattias/0000-0002-5500-3300					76	7	7	0	19	WILEY PERIODICALS, INC	SAN FRANCISCO	ONE MONTGOMERY ST, SUITE 1200, SAN FRANCISCO, CA 94104 USA	1756-932X	1756-9338		ENVIRON POLICY GOV	Environ. Policy Gov.	MAR-APR	2012	22	2					77	89		10.1002/eet.597	http://dx.doi.org/10.1002/eet.597			13	Environmental Studies	Social Science Citation Index (SSCI)	Environmental Sciences & Ecology	913DF		Green Submitted			2022-12-14	WOS:000301852000001
J	van Kerkhoff, LE; Lebel, L				van Kerkhoff, Lorrae E.; Lebel, Louis			Coproductive capacities: rethinking science-governance relations in a diverse world	ECOLOGY AND SOCIETY			English	Article						capacity development; coproduction; environmental governance; environmental policy; knowledge; scale; science-policy interface; sustainable development	KNOWLEDGE SYSTEMS	Tackling major environmental change issues requires effective partnerships between science and governance, but relatively little work in this area has examined the diversity of settings from which such partnerships may, or may not, emerge. In this special feature we draw on experiences from around the world to demonstrate and investigate the consequences of diverse capacities and capabilities in bringing science and governance together. We propose the concept of coproductive capacities as a useful new lens through which to examine these relations. Coproductive capacity is "the combination of scientific resources and governance capability that shapes the extent to which a society, at various levels, can operationalize relationships between scientific and public, private, and civil society institutions and actors to effect scientifically-informed social change." This recasts the relationships between science and society from notions of "gaps" to notions of interconnectedness and interplay (coproduction); alongside the societal foundations that shape what is or is not possible in that dynamic connection (capacities). The articles in this special feature apply this concept to reveal social, political, and institutional conditions that both support and inhibit high-quality environmental governance as global issues are tackled in particular places. Across these articles we suggest that five themes emerge as important to understanding coproductive capacity: history, experience, and perceptions; quality of relationships (especially in suboptimal settings); disjunct across scales; power, interests, and legitimacy; and alternative pathways for environmental governance. Taking a coproductive capacities perspective can help us identify which interventions may best enable scientifically informed, but locally sensitive approaches to environmental governance.	[van Kerkhoff, Lorrae E.] Australian Natl Univ, Canberra, ACT 0200, Australia; [Lebel, Louis] Chiang Mai Univ, Chiang Mai, Thailand	Australian National University; Chiang Mai University	van Kerkhoff, LE (corresponding author), Australian Natl Univ, Canberra, ACT 0200, Australia.		van Kerkhoff, Lorrae/AAF-2275-2020; Lebel, Louis/D-4130-2014	van Kerkhoff, Lorrae/0000-0003-0247-1511; Lebel, Louis/0000-0001-6187-6418					28	119	119	1	60	RESILIENCE ALLIANCE	WOLFVILLE	ACADIA UNIV, BIOLOGY DEPT, WOLFVILLE, NS B0P 1X0, CANADA	1708-3087			ECOL SOC	Ecol. Soc.		2015	20	1							14	10.5751/ES-07188-200114	http://dx.doi.org/10.5751/ES-07188-200114			6	Ecology; Environmental Studies	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Environmental Sciences & Ecology	CG4XW		Green Published, Green Submitted, gold			2022-12-14	WOS:000353293900035
J	Rayman-Bacchus, L; Radavoi, CN				Rayman-Bacchus, Lez; Radavoi, Ciprian N.			Advancing culture's role in sustainable development: social change through cultural policy	INTERNATIONAL JOURNAL OF CULTURAL POLICY			English	Article						Consumption; culture; environment; social change; sustainable development	NATIONALISM; OBJECTIFICATION; INDUSTRIES; STRATEGIES; TRAGEDY; POWER	This paper examines the potential for cultural policy to shape sustainable development in the context of expectations arising from research and policy work on development. We use, as the basis of a critique, the categorisation of the relationship between culture and sustainable development proposed by a major study funded by the European Union, being emblematical of how researchers and policymakers understand this relationship. The critique highlights a need for multiscalar social change, towards revaluing relations with the natural world, and reforming social relations between producers and consumers. This paper locates cultural policy as an arm of governance, with the capacity to lead social change across several interdependent pathways (revaluing technological change; fostering an aesthetic appreciation and environmental ethical consciousness; and pro-social behaviour) alongside the development of more sophisticated governance frameworks. The paper further proposes that through (re)education, cultural policy can and should play a more active role in shaping social change.	[Rayman-Bacchus, Lez] Univ Winchester, Business Sch, Winchester, Hants, England; [Radavoi, Ciprian N.] Univ New England, Sch Law, Armidale, NSW, Australia	University of Winchester; University of New England	Radavoi, CN (corresponding author), Univ New England, Armidale, NSW, Australia.	cradavoi@une.edu.au	Radavoi, Ciprian Nicolae/C-8696-2018; Rayman-Bacchus, Lez/S-9941-2019	Radavoi, Ciprian Nicolae/0000-0002-9538-6019; Rayman-Bacchus, Lez/0000-0002-7915-0866					122	7	7	2	16	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1028-6632	1477-2833		INT J CULT POLICY	Int. J. Cult. Policy	JUL 28	2020	26	5					649	667		10.1080/10286632.2019.1624735	http://dx.doi.org/10.1080/10286632.2019.1624735			19	Cultural Studies	Social Science Citation Index (SSCI); Arts &amp; Humanities Citation Index (A&amp;HCI)	Cultural Studies	MQ4XC					2022-12-14	WOS:000552896800006
